link_id,name,osm_way_id,from_node_id,to_node_id,directed,geometry,dir_flag,length,facility_type,link_type,free_speed,lanes,capacity,allowed_uses,notes
1,西长安街,0,1,2,1,"LINESTRING (116.392631 39.906113, 116.39308 39.906126)",1,38.33,trunk,2,,,,auto,
2,南河沿大街,1,3,4,1,"LINESTRING (116.400416 39.906864, 116.40043 39.907258)",1,43.83,secondary,4,,,,auto,
3,南河沿大街,1,4,3,1,"LINESTRING (116.40043 39.907258, 116.400416 39.906864)",1,43.83,secondary,4,,,,auto,
4,南河沿大街,2,3,5,1,"LINESTRING (116.400416 39.906864, 116.400414 39.906809)",1,6.12,secondary,4,,,,auto,
5,南河沿大街,2,5,3,1,"LINESTRING (116.400414 39.906809, 116.400416 39.906864)",1,6.12,secondary,4,,,,auto,
6,,3,6,7,1,"LINESTRING (116.400542 39.911615, 116.40104 39.91163)",1,42.51,residential,6,,,,auto,
7,,3,7,6,1,"LINESTRING (116.40104 39.91163, 116.400542 39.911615)",1,42.51,residential,6,,,,auto,
8,南河沿大街,4,6,8,1,"LINESTRING (116.400542 39.911615, 116.400523 39.911999)",1,42.73,secondary,4,,,,auto,
9,南河沿大街,4,8,6,1,"LINESTRING (116.400523 39.911999, 116.400542 39.911615)",1,42.73,secondary,4,,,,auto,
10,南河沿大街,5,6,9,1,"LINESTRING (116.400542 39.911615, 116.400577 39.910729)",1,98.56,secondary,4,,,,auto,
11,南河沿大街,5,9,6,1,"LINESTRING (116.400577 39.910729, 116.400542 39.911615)",1,98.56,secondary,4,,,,auto,
12,大阮府胡同,15,7,10,1,"LINESTRING (116.40104 39.91163, 116.401926 39.911662)",1,75.65,residential,6,,,,auto,
13,大阮府胡同,15,10,7,1,"LINESTRING (116.401926 39.911662, 116.40104 39.91163)",1,75.65,residential,6,,,,auto,
14,,16,7,6,1,"LINESTRING (116.40104 39.91163, 116.400542 39.911615)",1,42.51,residential,6,,,,auto,
15,,16,6,7,1,"LINESTRING (116.400542 39.911615, 116.40104 39.91163)",1,42.51,residential,6,,,,auto,
16,晨光街,17,7,11,1,"LINESTRING (116.40104 39.91163, 116.400986 39.912608)",1,108.85,unclassified,20,,,,auto,
17,晨光街,18,12,13,1,"LINESTRING (116.401054 39.910673, 116.401057 39.91058)",1,10.34,residential,6,,,,auto,
18,晨光街,18,13,12,1,"LINESTRING (116.401057 39.91058, 116.401054 39.910673)",1,10.34,residential,6,,,,auto,
19,晨光街,19,12,14,1,"LINESTRING (116.401054 39.910673, 116.401051 39.910772)",1,11.01,unclassified,20,,,,auto,
20,大甜水井胡同,20,12,15,1,"LINESTRING (116.401054 39.910673, 116.401128 39.910669)",1,6.33,residential,6,,,,auto,
21,大甜水井胡同,20,15,12,1,"LINESTRING (116.401128 39.910669, 116.401054 39.910673)",1,6.33,residential,6,,,,auto,
22,东皇城门南街,21,16,17,1,"LINESTRING (116.400572 39.910653, 116.400708 39.910656)",1,11.60,unclassified,20,,,,auto,
23,南河沿大街,22,16,9,1,"LINESTRING (116.400572 39.910653, 116.400577 39.910729)",1,8.46,secondary,4,,,,auto,
24,南河沿大街,22,9,16,1,"LINESTRING (116.400577 39.910729, 116.400572 39.910653)",1,8.46,secondary,4,,,,auto,
25,南河沿大街,23,16,18,1,"LINESTRING (116.400572 39.910653, 116.400572 39.910592)",1,6.78,secondary,4,,,,auto,
26,南河沿大街,23,18,16,1,"LINESTRING (116.400572 39.910592, 116.400572 39.910653)",1,6.78,secondary,4,,,,auto,
27,大阮府胡同,24,19,10,1,"LINESTRING (116.402822 39.91169, 116.401926 39.911662)",1,76.48,residential,6,,,,auto,
28,大阮府胡同,24,10,19,1,"LINESTRING (116.401926 39.911662, 116.402822 39.91169)",1,76.48,residential,6,,,,auto,
29,,25,19,20,1,"LINESTRING (116.402822 39.91169, 116.402798 39.912327)",1,70.86,tertiary,5,,,,auto,
30,,25,20,19,1,"LINESTRING (116.402798 39.912327, 116.402822 39.91169)",1,70.86,tertiary,5,,,,auto,
31,东长安街,38,21,22,1,"LINESTRING (116.397381 39.90653, 116.397096 39.906522)",1,24.33,trunk,2,,5,,auto,
32,东长安街,39,23,24,1,"LINESTRING (116.399981 39.906433, 116.400026 39.906434)",1,3.84,trunk,2,,,,auto,
33,东长安街,40,25,26,1,"LINESTRING (116.393616 39.906396, 116.39307 39.906373)",1,46.64,trunk,2,,5,,auto,
34,南河沿大街,52,27,28,1,"LINESTRING (116.400507 39.908388, 116.400515 39.908523)",1,15.03,secondary,4,,,,auto,
35,南河沿大街,52,28,27,1,"LINESTRING (116.400515 39.908523, 116.400507 39.908388)",1,15.03,secondary,4,,,,auto,
36,南河沿大街,53,27,29,1,"LINESTRING (116.400507 39.908388, 116.400504 39.908211)",1,19.68,secondary,4,,,,auto,
37,南河沿大街,53,29,27,1,"LINESTRING (116.400504 39.908211, 116.400507 39.908388)",1,19.68,secondary,4,,,,auto,
38,霞公府街,54,30,31,1,"LINESTRING (116.401719 39.907901, 116.402664 39.907916)",1,80.62,residential,6,,,,auto,
39,霞公府街,54,31,30,1,"LINESTRING (116.402664 39.907916, 116.401719 39.907901)",1,80.62,residential,6,,,,auto,
40,霞公府街,55,30,32,1,"LINESTRING (116.401719 39.907901, 116.401656 39.907907)",1,5.41,residential,6,,,,auto,
