name,node_id,osm_node_id,ctrl_type,x_coord,y_coord,is_boundary,activity_type,poi_id,zone_id,notes
,1,3450062755,,113.7498240,23.0245470,,,,,
,2,10177785284,,113.7497560,23.0245510,,,,,
,3,3450062759,,113.7518330,23.0245200,,,,,
,4,3450066285,,113.7521620,23.0245530,,,,,
,5,3450062770,,113.7541060,23.0252650,,,,,
,6,3450066202,,113.7538230,23.0251440,,,,,
,7,3450062771,,113.7535860,23.0250470,,,,,
,8,13027942892,,113.7534100,23.0249820,,,,,
,9,3450062774,,113.7528560,23.0247060,,,,,
,10,13027942893,,113.7531620,23.0247930,,,,,
,11,3450062775,,113.7518230,23.0246220,,,,,
,12,3450066281,,113.7510600,23.0245660,,,,,
,13,3450062789,,113.7499740,23.0244590,,,,,
,14,10177785297,,113.7503020,23.0244600,,,,,
,15,3450062791,signal,113.7499020,23.0245520,,,,,
,16,3450062792,,113.7525320,23.0246260,,,,,
,17,3450066194,,113.7536680,23.0249690,,,,,
,18,3450066264,,113.7538680,23.0250500,,,,,
,19,3450066201,,113.7488230,23.0246800,,,,,
,20,10177785310,,113.7491810,23.0245880,,,,,
,21,3450066213,,113.7488160,23.0247630,,,,,
,22,11939203397,,113.7485900,23.0248210,,,,,
,23,3450066214,,113.7492680,23.0245650,,,,,
,24,3450066262,signal,113.7494920,23.0245050,,,,,
,25,3450066232,,113.7528230,23.0248040,,,,,
,26,11924675570,,113.7526490,23.0247600,,,,,
,27,3450066235,,113.7510640,23.0244640,,,,,
,28,11861390460,,113.7515980,23.0245030,,,,,
,29,3450066240,,113.7541580,23.0251750,,,,,
,30,3450066250,,113.7544190,23.0253130,,,,,
,31,3450066245,,113.7543600,23.0254000,,,,,
,32,10177785286,,113.7496540,23.0244780,,,,,
,33,3450066268,,113.7521450,23.0246540,,,,,
,34,11924659967,,113.7518950,23.0246290,,,,,
,35,3450066271,,113.7525060,23.0247250,,,,,
,36,3450066275,,113.7492970,23.0246360,,,,,
,37,10177785309,,113.7492030,23.0246610,,,,,
,38,11924659960,,113.7509880,23.0245650,,,,,
,39,12113878150,,113.7523790,23.0245960,,,,,
,40,3464967046,,113.7528090,23.0189830,,,,,
,41,3464967073,,113.7527230,23.0191830,,,,,
,42,3464967047,,113.7527410,23.0189500,,,,,
,43,3464967574,,113.7528050,23.0187610,,,,,
,44,3464967066,,113.7517510,23.0203780,,,,,
,45,3464967430,,113.7515770,23.0204840,,,,,
,46,3464967294,,113.7526130,23.0193790,,,,,
,47,3464967074,,113.7522900,23.0197450,,,,,
,48,4191936683,,113.7524310,23.0195230,,,,,
,49,13027995605,,113.7525390,23.0194940,,,,,
,50,3464967301,,113.7529510,23.0181280,,,,,
,51,3464967403,,113.7529530,23.0183640,,,,,
,52,3464967315,,113.7483550,23.0182100,,,,,
,53,3464967371,,113.7487080,23.0197880,,,,,
,54,3464967317,,113.7525440,23.0193440,,,,,
,55,3464967402,,113.7526520,23.0191490,,,,,
,56,3464967319,,113.7494600,23.0236020,,,,,
,57,5071278066,,113.7492550,23.0227490,,,,,
,58,3464967326,,113.7527590,23.0175290,,,,,
,59,3464967384,,113.7524780,23.0168260,,,,,
,60,3464967328,,113.7515350,23.0204230,,,,,
,61,3464967369,,113.7517040,23.0203200,,,,,
,62,3464967337,,113.7525550,23.0168070,,,,,
,63,3464967575,,113.7528330,23.0175060,,,,,
,64,3464967342,,113.7522060,23.0199780,,,,,
,65,3464967484,,113.7520490,23.0201330,,,,,
,66,3464967343,,113.7512250,23.0206490,,,,,
,67,3464967487,,113.7510620,23.0207060,,,,,
,68,3464967344,,113.7519070,23.0202620,,,,,
,69,3464967362,,113.7521450,23.0199330,,,,,
