name,node_id,osm_node_id,ctrl_type,x_coord,y_coord,is_boundary,activity_type,poi_id,zone_id,notes
,1,2574617705,,119.8992460,42.2799680,,,,,
,2,5369242094,,119.8986180,42.2762990,,,,,
,3,4260123114,,119.8993480,42.2799720,,,,,
,4,5368763022,,119.8993640,42.2800660,,,,,
,5,5368761400,,119.9050680,42.2776490,,,,,
,6,5368761402,,119.9050230,42.2775120,,,,,
,7,5368761403,,119.9051270,42.2778160,,,,,
,8,5369242064,,119.9040370,42.2755580,,,,,
,9,5368761404,,119.9051950,42.2781240,,,,,
,10,5368763024,,119.9053240,42.2794630,,,,,
,11,5368761908,,119.8969580,42.2838990,,,,,
,12,5369137353,,119.8963340,42.2839590,,,,,
,13,5368763092,,119.8968830,42.2833720,,,,,
,14,5368761909,,119.8956160,42.2840290,,,,,
,15,5368761910,,119.8956060,42.2839730,,,,,
,16,5368761914,,119.8956230,42.2840640,,,,,
,17,5368884227,,119.8947590,42.2840550,,,,,
,18,5368761913,,119.8953920,42.2828430,,,,,
,19,5368761911,,119.8946460,42.2840660,,,,,
,20,5369137352,,119.8961410,42.2827850,,,,,
,21,5368762704,,119.8948420,42.2828850,,,,,
,22,5368762703,,119.8967790,42.2827350,,,,,
,23,5369138116,,119.8969070,42.2827250,,,,,
,24,5369137326,,119.8965310,42.2811680,,,,,
,25,5368884238,,119.8943880,42.2829320,,,,,
,26,5369137368,,119.8948260,42.2831120,,,,,
,27,5368762880,,119.9021980,42.2810820,,,,,
,28,5369138081,,119.9032940,42.2809540,,,,,
,29,5368762881,,119.9008440,42.2812100,,,,,
,30,5368762888,,119.9021860,42.2810120,,,,,
,31,5368762889,,119.9022610,42.2814600,,,,,
,32,5368762882,,119.8995820,42.2813350,,,,,
,33,5368762883,,119.9006350,42.2799510,,,,,
,34,5369138095,,119.9010350,42.2823590,,,,,
,35,5369138096,,119.8997750,42.2824570,,,,,
,36,5368762887,,119.9019730,42.2798120,,,,,
,37,5368763023,,119.8995750,42.2800610,,,,,
,38,5368762886,,119.9018270,42.2788450,,,,,
,39,5368762890,,119.9023200,42.2817740,,,,,
,40,5369138094,,119.9024240,42.2822310,,,,,
,41,5368762891,,119.9024490,42.2823410,,,,,
,42,5369138090,,119.9026380,42.2832510,,,,,
,43,5368762892,,119.9026850,42.2834780,,,,,
,44,5369138091,,119.9026650,42.2833820,,,,,
,45,5368762912,,119.9054520,42.2794500,,,,,
,46,5368762916,,119.8959820,42.2761320,,,,,
,47,5369242970,,119.8955360,42.2752680,,,,,
,48,5369242958,,119.8961800,42.2766160,,,,,
