name,node_id,osm_node_id,ctrl_type,x_coord,y_coord,is_boundary,activity_type,poi_id,zone_id,notes
,1,310330278,,108.9002720,34.2427420,,,,,
,2,12409645670,,108.9008210,34.2425020,,,,,
,3,310338133,,108.9262600,34.2317500,,,,,
,4,1744041288,,108.9259720,34.2317890,,,,,
,5,310338134,,108.9255220,34.2318990,,,,,
,6,1744041313,,108.9253070,34.2319660,,,,,
,7,310338135,,108.9240400,34.2325250,,,,,
,8,9139508591,,108.9233890,34.2328580,,,,,
,9,310338136,,108.9213780,34.2339470,,,,,
,10,2971051572,,108.9211360,34.2340510,,,,,
,11,310338137,,108.9182890,34.2353210,,,,,
,12,3846109254,,108.9175550,34.2356540,,,,,
,13,310338138,,108.9151770,34.2367220,,,,,
,14,9136615832,,108.9145570,34.2369090,,,,,
,15,310338140,,108.9093220,34.2391820,,,,,
,16,1652459169,,108.9086830,34.2394800,,,,,
,17,310338141,,108.9070520,34.2400080,,,,,
,18,1745204517,,108.9009260,34.2427540,,,,,
,19,310338147,,108.8957610,34.2450730,,,,,
,20,1745204568,,108.8941620,34.2457860,,,,,
,21,310338170,,108.9075470,34.2396920,,,,,
,22,1652459167,,108.9087170,34.2390910,,,,,
,23,310338171,,108.9093080,34.2388280,,,,,
,24,3672438896,,108.9114340,34.2378710,,,,,
,25,310338173,,108.9149630,34.2361260,,,,,
,26,1743976064,,108.9161000,34.2356240,,,,,
,27,310338177,,108.9179250,34.2348000,,,,,
,28,9136615836,,108.9180420,34.2347500,,,,,
,29,310338178,,108.9210630,34.2334010,,,,,
,30,9013697867,,108.9217400,34.2331730,,,,,
,31,310338179,,108.9222520,34.2330200,,,,,
,32,11892494787,,108.9228610,34.2327960,,,,,
,33,310338182,,108.9253420,34.2317560,,,,,
,34,1744041372,,108.9255870,34.2317000,,,,,
,37,9267554369,,108.8977540,34.2293600,,,,,
,38,310347708,,108.8964860,34.2519250,,,,,
,39,2225530483,signal,108.8964900,34.2521130,,,,,
,40,310740559,,108.8964900,34.2497310,,,,,
,41,12409645698,,108.8965830,34.2497300,,,,,
,42,310740561,,108.8964910,34.2481440,,,,,
,43,310740577,,108.8964200,34.2465630,,,,,
,44,312690915,,108.8964610,34.2468360,,,,,
,45,310740583,,108.8962840,34.2460930,,,,,
,46,312690914,,108.8963590,34.2463160,,,,,
,47,310740590,,108.8960500,34.2456000,,,,,
,48,312690916,,108.8961770,34.2458390,,,,,
,49,310740610,,108.8993840,34.2497200,,,,,
,50,312690917,,108.8998580,34.2497280,,,,,
,51,310740613,signal,108.9050250,34.2523490,,,,,
,52,9391406542,,108.9053170,34.2523500,,,,,
,53,310740614,,108.9092630,34.2523430,,,,,
,54,12407500344,,108.9103260,34.2523480,,,,,
,55,310740616,,108.9157220,34.2523520,,,,,
,56,5314017997,,108.9158070,34.2523320,,,,,
,57,5314017998,,108.9160660,34.2523570,,,,,
,58,310740634,,108.9168780,34.2522280,,,,,
,59,9391406531,,108.9185890,34.2522190,,,,,
,61,9391406527,,108.9189910,34.2522190,,,,,
,63,310989488,,108.8956360,34.2450320,,,,,
,64,1745204527,,108.8982620,34.2438340,,,,,
,67,9139247881,,108.8959100,34.2453500,,,,,
,69,9155831447,,108.8956360,34.2448000,,,,,
,70,310997224,,108.8959660,34.2451780,,,,,
,71,12409645700,,108.8959010,34.2452060,,,,,
,73,9010466149,,108.8953430,34.2351180,,,,,
,76,9010691486,,108.8999950,34.2330180,,,,,
,79,9010691482,,108.8994600,34.2330430,,,,,
,80,311038824,signal,108.8961080,34.2274250,,,,,
,81,9107822880,,108.8959460,34.2274980,,,,,
,85,12409665901,,108.8964460,34.2463160,,,,,
,86,12409645672,,108.8964810,34.2471700,,,,,
,87,12998219937,,108.9006560,34.2497200,,,,,
,88,12998219935,,108.9004370,34.2502800,,,,,
,89,312690918,,108.9026090,34.2523500,,,,,
,90,12998219924,,108.9034510,34.2523500,,,,,
,91,9765651563,,108.9025230,34.2522700,,,,,
,92,312690924,,108.9183480,34.2523640,,,,,
,93,7137329293,,108.9191580,34.2523650,,,,,
,94,312690941,,108.9063030,34.2431150,,,,,
,95,9136582101,,108.9060310,34.2432890,,,,,
,96,11436048913,,108.9061890,34.2431360,,,,,
,97,312690948,,108.9065030,34.2424070,,,,,
,98,2702422756,,108.9067590,34.2425650,,,,,
,99,11436048917,,108.9065630,34.2424780,,,,,
,100,312690964,,108.9071500,34.2427050,,,,,
,101,1803356696,,108.9122320,34.2426960,,,,,
,102,312691298,,108.9054380,34.2437160,,,,,
,103,11436048965,,108.9054190,34.2436010,,,,,
,105,9136582104,,108.9048360,34.2408190,,,,,
,106,9136582105,,108.9049440,34.2411810,,,,,
